contribution_id,user_id,type,category,description,location,status
341,126,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
342,103,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
343,65,SERVICE,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
344,35,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
345,289,DONATION,Education,I want to offer support related to education for people in need,Bangalore,CLOSED
346,282,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
347,224,SERVICE,Food,I want to offer support related to food for people in need,Chennai,CLOSED
348,202,DONATION,Food,I want to offer support related to food for people in need,Bangalore,CLOSED
349,105,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
350,202,DONATION,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
351,117,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
352,105,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Chennai,OPEN
353,240,SERVICE,Food,I want to offer support related to food for people in need,Madurai,OPEN
354,130,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
355,137,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,OPEN
356,104,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
357,107,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
358,151,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
359,205,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,CLOSED
360,78,SERVICE,Education,I want to offer support related to education for people in need,Coimbatore,CLOSED
361,47,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,CLOSED
362,269,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
363,21,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
364,104,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
365,186,DONATION,Food,I want to offer support related to food for people in need,Madurai,CLOSED
366,131,SERVICE,Education,I want to offer support related to education for people in need,Coimbatore,OPEN
367,277,SERVICE,Education,I want to offer support related to education for people in need,Madurai,OPEN
368,253,DONATION,Clothing,I want to offer support related to clothing for people in need,Chennai,CLOSED
369,299,DONATION,Education,I want to offer support related to education for people in need,Coimbatore,CLOSED
370,94,DONATION,Clothing,I want to offer support related to clothing for people in need,Trichy,OPEN
371,118,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
372,135,SERVICE,Clothing,I want to offer support related to clothing for people in need,Chennai,CLOSED
373,95,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
374,36,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
375,253,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,CLOSED
376,62,DONATION,Food,I want to offer support related to food for people in need,Trichy,OPEN
377,206,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
378,296,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,OPEN
379,10,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,CLOSED
380,87,DONATION,Food,I want to offer support related to food for people in need,Coimbatore,CLOSED
381,28,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Chennai,CLOSED
382,54,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
383,259,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
384,227,DONATION,Clothing,I want to offer support related to clothing for people in need,Bangalore,CLOSED
385,72,DONATION,Food,I want to offer support related to food for people in need,Trichy,CLOSED
386,294,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
387,14,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Trichy,OPEN
388,148,DONATION,Education,I want to offer support related to education for people in need,Bangalore,OPEN
389,268,DONATION,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
390,219,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Chennai,CLOSED
391,156,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,CLOSED
392,259,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
393,62,DONATION,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
394,220,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
395,201,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Trichy,OPEN
396,148,SERVICE,Education,I want to offer support related to education for people in need,Chennai,OPEN
397,263,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,OPEN
398,55,SERVICE,Food,I want to offer support related to food for people in need,Madurai,CLOSED
399,55,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,CLOSED
400,167,SERVICE,Food,I want to offer support related to food for people in need,Trichy,CLOSED
401,45,DONATION,Education,I want to offer support related to education for people in need,Madurai,CLOSED
402,51,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
403,235,DONATION,Food,I want to offer support related to food for people in need,Bangalore,CLOSED
404,93,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
405,253,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Trichy,CLOSED
406,290,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
407,198,DONATION,Community Development,I want to offer support related to community development for people in need,Coimbatore,OPEN
408,269,DONATION,Clothing,I want to offer support related to clothing for people in need,Coimbatore,CLOSED
409,156,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
